IntegerID,CodePrediction,RealProductTypeCode
91708,60,60
91709,2403,2403
91710,2220,2220
91711,1300,1300
91712,2280,2280
91713,2060,2060
91714,2583,2583
91715,1300,1300
91716,2583,2583
91717,2585,2585
91718,2583,2583
91719,2583,2583
91720,1140,1140
91721,2060,2060
91722,2462,2462
91723,2522,2522
91724,1300,1300
91725,10,10
91726,1920,1920
91727,2582,2582
91728,2280,2403
91729,10,2705
91730,1280,1280
91731,2522,1281
91732,1302,1280
91733,1300,1300
91734,10,2403
91735,2585,1302
91736,2583,2583
91737,1140,1140
91738,1560,1560
91739,10,2705
91740,2583,1301
91741,1300,1280
91742,2060,1560
91743,2522,2522
91744,2280,2280
91745,1140,1281
91746,1320,1320
91747,1302,1140
91748,1560,1560
91749,2522,2522
91750,2060,2060
91751,2582,2583
91752,2582,2582
91753,10,1280
91754,1281,2403
91755,2582,2582
91756,1300,1300
91757,2280,2280
91758,50,50
91759,1280,1320
91760,1300,1300
91761,2522,2522
91762,1160,1160
91763,1300,1300
91764,1301,1301
91765,1560,1560
91766,1300,1300
91767,1560,1560
91768,40,40
91769,10,2705
91770,2583,2583
91771,1302,1302
91772,2905,2905
91773,10,10
91774,2403,2403
91775,1300,1300
91776,1560,2060
91777,2403,2403
91778,2905,2905
91779,2582,2582
91780,10,1160
91781,2585,2585
91782,10,10
91783,1300,1300
91784,1320,1920
91785,40,40
91786,1560,1560
91787,2522,2522
91788,2583,2583
91789,1560,1560
91790,2522,2522
91791,1280,1280
91792,10,1280
91793,2522,2522
91794,1140,1140
91795,1140,1140
91796,1940,1940
91797,1301,1301
91798,1920,1920
91799,40,40
91800,1300,1280
91801,1560,2060
91802,2220,2220
91803,2280,2280
91804,2522,2522
91805,2280,2280
91806,2280,2280
91807,1160,1160
91808,2280,2280
91809,10,2280
91810,1280,1280
91811,2060,2060
91812,2522,2522
91813,1280,2462
91814,40,40
91815,1320,1320
91816,2280,2403
91817,2583,2583
91818,1560,1920
91819,2583,1940
91820,2583,2583
91821,10,2522
91822,1280,1281
91823,1300,1300
91824,1280,1280
91825,1140,1281
91826,2522,2522
91827,10,2403
91828,2403,2403
91829,1560,1560
91830,2060,2060
91831,1920,1920
91832,1560,1560
91833,1300,1300
91834,1160,1160
91835,1560,1560
91836,2705,2705
91837,10,10
91838,1300,1280
91839,1302,1302
91840,1140,1280
91841,2403,2403
91842,10,1160
91843,40,40
91844,1300,2585
91845,1302,1302
91846,1560,1560
91847,2280,1160
91848,10,1940
91849,2280,2280
91850,2705,2403
91851,2583,2583
91852,2583,2583
91853,1140,1140
91854,10,2403
91855,1280,1281
91856,1140,1140
91857,1560,2585
91858,1560,1560
91859,2403,2403
91860,1300,1280
91861,1920,1920
91862,40,40
91863,2582,2060
91864,1560,2522
91865,1920,1920
91866,10,1300
91867,1560,2582
91868,1280,1280
91869,2403,2403
91870,40,40
91871,2583,2583
91872,2583,2583
91873,2583,2583
91874,1280,1140
91875,1560,2585
91876,1920,1920
91877,10,1140
91878,1280,1280
91879,1560,1940
91880,1320,1320
91881,2060,2060
91882,2060,2060
91883,10,10
91884,1300,1300
91885,2583,2583
91886,1300,1180
91887,2522,2522
91888,2583,2583
91889,2583,2583
91890,2583,2583
91891,60,60
91892,2705,2705
91893,1140,2060
91894,1281,1281
91895,2403,2403
91896,50,50
91897,1280,10
91898,40,40
91899,1560,2582
91900,2583,2583
91901,1280,1300
91902,10,2403
91903,1300,1300
91904,1560,1560
91905,1560,1560
91906,2280,2280
91907,10,2403
91908,10,2403
91909,1300,1300
91910,1140,1280
91911,60,60
91912,1160,1160
91913,2705,2705
91914,2585,2585
91915,10,2705
91916,2060,1560
91917,1140,1140
91918,1320,50
91919,2705,10
91920,1160,1160
91921,1320,1320
91922,2583,2583
91923,1560,1560
91924,1280,1280
91925,10,40
91926,50,50
91927,1280,1281
91928,50,2462
91929,2403,2403
91930,1140,2462
91931,1320,1302
91932,10,2705
91933,2060,2060
91934,1300,1280
91935,1560,1920
91936,1160,1160
91937,1281,1302
91938,2280,2280
91939,2403,2403
91940,2060,2060
91941,1920,1920
91942,1300,1300
91943,10,1160
91944,1280,1280
91945,1280,2060
91946,2403,2403
91947,1560,1560
91948,1560,1560
91949,1560,1560
91950,1300,1300
91951,2582,2582
91952,2280,2280
91953,1301,1301
91954,1302,1302
91955,10,50
91956,1280,1280
91957,2585,50
91958,2583,2583
91959,1302,1302
91960,2280,2522
91961,1920,2582
91962,2583,2583
91963,40,2905
91964,2582,2582
91965,1320,1320
91966,1560,1560
91967,1320,1320
91968,2522,2522
91969,1280,1280
91970,2280,2403
91971,2522,1140
91972,1281,1281
91973,2060,2060
91974,10,1300
91975,2583,2583
91976,2522,2522
91977,2522,2522
91978,1280,1300
91979,2522,2522
91980,2280,2280
91981,2582,2582
91982,2583,2583
91983,1160,1160
91984,2060,2060
91985,2280,2280
91986,2522,2522
91987,1560,1560
91988,2583,2583
91989,2060,2060
91990,1320,1320
91991,1560,2582
91992,2585,1560
91993,1560,1560
91994,10,1160
91995,2280,2280
91996,2583,2583
91997,2583,2583
91998,2280,2403
91999,1920,1920
92000,10,1920
92001,2583,2583
92002,2583,2583
92003,1280,1280
92004,2522,2522
92005,1920,1920
92006,2280,2280
92007,1940,1940
92008,2705,2705
92009,10,2280
92010,2060,2060
92011,1302,1280
92012,2403,2403
92013,2403,2403
92014,1320,1320
92015,10,2403
92016,2583,2583
92017,1160,1160
92018,2403,2403
92019,2705,2705
92020,2583,2583
92021,1300,1300
92022,2403,2403
92023,1560,1560
92024,1560,1320
92025,10,1300
92026,1920,1920
92027,50,2462
92028,1140,1280
92029,2060,2060
92030,1560,1560
92031,2585,2585
92032,2583,2583
92033,40,40
92034,2280,2280
92035,2582,1302
92036,2522,2522
92037,1300,1300
92038,1300,1300
92039,10,1281
92040,2403,2403
92041,1320,1320
92042,2583,2583
92043,1300,1300
92044,1300,1300
92045,1920,1920
92046,1920,1920
92047,1280,10
92048,2220,2220
92049,1300,1300
92050,2705,2705
92051,2583,2583
92052,1281,1180
92053,2583,2583
92054,1280,2462
92055,2583,2583
92056,10,1281
92057,1140,1281
92058,1320,1320
92059,2060,2060
92060,10,2280
92061,50,50
92062,50,2462
92063,2403,2462
92064,1940,1940
92065,10,2403
92066,1280,1280
92067,2280,2280
92068,2583,2583
92069,2583,2583
92070,2522,2522
92071,2060,2060
92072,1920,1920
92073,40,40
92074,2060,2060
92075,1280,1280
92076,1160,1160
92077,10,1300
92078,1140,1140
92079,2060,2585
92080,50,40
92081,2280,2280
92082,1300,1300
92083,40,40
92084,1300,1300
92085,10,1180
92086,2280,2280
92087,1560,1560
92088,2060,2060
92089,1560,2582
92090,1920,1920
92091,60,60
92092,2522,1140
92093,1300,1300
92094,2522,2522
92095,40,10
92096,1280,2462
92097,2705,40
92098,2583,2583
92099,1560,1560
92100,2583,2583
92101,2582,2582
92102,2522,2522
92103,2280,2280
92104,1560,2582
92105,2280,2280
92106,1140,1280
92107,1302,1302
92108,40,2403
92109,1300,1300
92110,2522,2522
92111,2705,2705
92112,40,40
92113,2522,2522
92114,60,60
92115,1140,1140
92116,1280,1160
92117,2060,2060
92118,1560,1560
92119,40,40
92120,1280,1280
92121,1920,1920
92122,2522,2522
92123,10,40
92124,2583,2583
92125,10,1160
92126,2583,2583
92127,1280,2522
92128,1300,1300
92129,1560,1560
92130,2583,2583
92131,1280,1280
92132,1280,1280
92133,2522,2522
92134,10,10
92135,1920,1920
92136,2522,2522
92137,1300,1300
92138,2705,2705
92139,2583,2583
92140,1140,1140
92141,10,2403
92142,10,2403
92143,1160,1160
92144,10,1160
92145,2582,2582
92146,2060,2060
92147,10,2705
92148,2582,2582
92149,1280,1302
92150,10,1940
92151,2280,2280
92152,1300,1300
92153,2585,2522
92154,1560,1560
92155,2280,2280
92156,10,2403
92157,10,40
92158,2280,2280
92159,2522,2522
92160,1560,1560
92161,50,2462
92162,2583,2583
92163,1302,1302
92164,1280,1140
92165,2280,2522
92166,2403,2403
92167,2220,2220
92168,1560,2582
92169,2280,10
92170,1280,1280
92171,2583,2583
92172,2583,2583
92173,2585,2585
92174,1300,1300
92175,1140,1280
92176,1280,1280
92177,2583,2583
92178,10,50
92179,2582,2582
92180,50,50
92181,2462,2462
92182,1300,1160
92183,1160,1160
92184,1300,1300
92185,1300,1300
92186,10,40
92187,10,1180
92188,1320,1560
92189,1300,1280
92190,2583,1302
92191,2522,2522
92192,2280,2280
92193,10,2060
92194,2403,2403
92195,1300,1300
92196,1560,1560
92197,2582,2582
92198,2705,2705
92199,1280,1140
92200,1280,1281
92201,2583,2583
92202,50,50
92203,1160,1160
92204,1302,1281
92205,2583,2583
92206,2462,2462
92207,10,1280
92208,2583,2583
92209,1280,1280
92210,2705,2705
92211,2705,2705
92212,10,1160
92213,2583,2583
92214,2583,2583
92215,1300,1300
92216,1140,1180
92217,1280,1280
92218,2583,2583
92219,2583,2583
92220,2583,2583
92221,2403,2403
92222,2280,2280
92223,2585,2585
92224,10,40
92225,2582,2582
92226,10,1300
92227,1300,1300
92228,10,2705
92229,1920,1920
92230,1300,1300
92231,2583,2583
92232,2060,1560
92233,2280,2280
92234,1160,1160
92235,2583,2583
92236,2403,2403
92237,2582,2582
92238,1300,1280
92239,2583,2583
92240,2060,2060
92241,2583,2583
92242,1560,1560
92243,10,40
92244,1560,1560
92245,1160,1160
92246,50,2462
92247,2583,2583
92248,2583,2583
92249,2583,2583
92250,1560,2585
92251,2462,2462
92252,2403,2403
92253,1302,1302
92254,10,1281
92255,10,10
92256,2583,2583
92257,2583,2583
92258,2583,2583
92259,1281,1281
92260,1302,1302
92261,50,2462
92262,2522,2522
92263,1281,2462
92264,10,2280
92265,1160,1160
92266,1300,1300
92267,1280,1320
92268,40,40
92269,1301,1301
92270,10,40
92271,2583,2583
92272,1940,1940
92273,1320,1320
92274,1281,1281
92275,10,2705
92276,1160,1160
92277,2582,2582
92278,10,1180
92279,50,50
92280,2280,2403
92281,2522,2522
92282,2583,2583
92283,40,40
92284,10,1940
92285,2583,2583
92286,2522,2403
92287,2522,2522
92288,2522,1280
92289,10,10
92290,1301,1301
92291,50,50
92292,2403,10
92293,2280,2280
92294,10,2403
92295,1920,1920
92296,10,1280
92297,2462,2462
92298,2582,1560
92299,1281,1160
92300,1320,1320
92301,1300,1300
92302,1140,1560
92303,10,10
92304,2403,2403
92305,10,2403
92306,2403,2403
92307,1160,1160
92308,10,10
92309,1320,1320
92310,2583,2583
92311,1920,1920
92312,1281,1281
92313,1280,1302
92314,10,2705
92315,2060,2060
92316,2060,2060
92317,1560,2582
92318,1280,2060
92319,2403,2403
92320,2585,2585
92321,2280,2280
92322,1560,1560
92323,1302,1302
92324,10,2060
92325,40,40
92326,2280,2705
92327,2583,2583
92328,2280,2280
92329,10,2462
92330,2060,2060
92331,1302,1302
92332,1920,1920
92333,1920,1920
92334,2583,2583
92335,2522,2522
92336,2705,2705
92337,2060,1320
92338,2583,1302
92339,10,10
92340,1320,1320
92341,1320,1320
92342,2582,2582
92343,1560,50
92344,2583,2583
92345,1560,1560
92346,2583,2583
92347,2905,2905
92348,1280,1280
92349,40,40
92350,10,1920
92351,1320,1320
92352,2280,2280
92353,1302,1302
92354,2280,2280
92355,10,1280
92356,2583,2583
92357,10,2705
92358,2585,2585
92359,40,50
92360,1320,1320
92361,1560,1560
92362,2280,2280
92363,2220,2220
92364,1302,1560
92365,2583,2583
92366,10,10
92367,1280,2522
92368,2403,10
92369,1920,1920
92370,2585,2582
92371,2582,2583
92372,2583,2583
92373,50,50
92374,1920,1920
92375,1281,1281
92376,1560,1560
92377,2583,2583
92378,2522,2522
92379,2583,2583
92380,10,1160
92381,10,10
92382,1560,2060
92383,2583,2060
92384,2522,2522
92385,1920,1920
92386,2522,2522
92387,1560,1302
92388,1560,1560
92389,1280,1281
92390,2583,2583
92391,1302,1302
92392,1560,2060
92393,1300,1300
92394,10,1140
92395,2583,2583
92396,1140,40
92397,2583,2583
92398,2522,2582
92399,1281,1281
92400,2582,2582
92401,60,60
92402,1300,1300
92403,2522,2522
92404,2585,2585
92405,2403,10
92406,1302,1140
92407,2522,2522
92408,2280,10
92409,2060,2060
92410,10,1281
92411,2583,2583
92412,1302,1302
92413,2583,2583
92414,1940,1940
92415,2585,2585
92416,2060,1560
92417,2582,2582
92418,50,50
92419,2462,2462
92420,2583,2583
92421,2583,2583
92422,1280,1280
92423,2522,2522
92424,1280,1281
92425,2403,2060
92426,2585,2585
92427,50,50
92428,2582,2582
92429,1280,1281
92430,2705,2705
92431,1280,1280
92432,2583,2583
92433,2280,2280
92434,1320,2220
92435,1560,2585
92436,2582,1940
92437,50,40
92438,2583,2583
92439,2403,2705
92440,2522,2522
92441,1160,1160
92442,10,1920
92443,10,1160
92444,1280,1281
92445,1280,1280
92446,2583,2220
92447,1560,1560
92448,2583,2583
92449,1920,1920
92450,1301,1301
92451,1920,1920
92452,1280,1280
92453,2522,2522
92454,1560,1560
92455,1302,1302
92456,2583,2583
92457,2583,1300
92458,10,10
92459,2060,2060
92460,10,10
92461,10,2705
92462,2705,2705
92463,2583,2583
92464,2583,2583
92465,2403,2403
92466,1920,1920
92467,2280,2280
92468,2705,2705
92469,2280,2280
92470,2522,2522
92471,2583,2583
92472,2705,2705
92473,2705,2403
92474,2280,40
92475,60,60
92476,2522,2522
92477,1920,1920
92478,10,1300
92479,2060,2060
92480,1280,1280
92481,1160,1160
92482,2583,2583
92483,40,1140
92484,1140,1281
92485,1920,1920
92486,2403,10
92487,2585,2585
92488,1160,1160
92489,10,2522
92490,40,40
92491,10,2705
92492,2060,2060
92493,2280,2280
92494,2705,2705
92495,10,10
92496,1160,1160
92497,10,10
92498,10,10
92499,10,2403
92500,1140,1140
92501,1140,40
92502,1300,1300
92503,1320,1320
92504,1280,1281
92505,1140,1140
92506,1560,1560
92507,1920,1920
92508,1300,1280
92509,1560,1560
92510,1280,2582
92511,2280,2705
92512,2220,2220
92513,10,1300
92514,2280,2403
92515,1920,1920
92516,2403,2705
92517,2220,2220
92518,1560,1560
92519,10,10
92520,2280,2403
92521,1280,1280
92522,2583,2583
92523,1302,1302
92524,2280,2280
92525,10,1160
92526,10,60
92527,2522,1281
92528,1140,1160
92529,2705,2705
92530,1560,1560
92531,1280,1280
92532,1940,1940
92533,1281,1281
92534,1560,2585
92535,1560,2220
92536,10,1160
92537,1300,1300
92538,10,1280
92539,1560,1920
92540,1300,1300
92541,2403,2403
92542,2522,2522
92543,2582,2582
92544,1280,10
92545,2582,2582
92546,1320,1320
92547,1560,1560
92548,1920,1920
92549,1320,1320
92550,1280,1280
92551,2522,2522
92552,2403,2280
92553,10,1281
92554,10,1160
92555,1920,1920
92556,1140,1140
92557,2403,2403
92558,1140,1281
92559,2583,2583
92560,1140,1140
92561,1160,1160
92562,1280,1280
92563,10,1302
92564,1280,1281
92565,2522,2522
92566,2583,2583
92567,10,1160
92568,2060,2060
92569,2583,2583
92570,2522,2522
92571,2522,2522
92572,1281,1281
92573,1140,1140
92574,60,60
92575,1320,1320
92576,10,1301
92577,1280,1281
92578,2060,2060
92579,1140,1140
92580,40,50
92581,2060,2060
92582,1320,1320
92583,1320,2705
92584,2280,2705
92585,1920,1560
92586,1302,2060
92587,2462,2462
92588,2060,2060
92589,1281,2462
92590,1280,1302
92591,2583,2583
92592,1300,1280
92593,2280,2705
92594,2705,2705
92595,1280,1280
92596,2280,2280
92597,2585,2585
92598,2583,2583
92599,2280,2280
92600,2585,2582
92601,2583,2583
92602,1160,50
92603,2403,2403
92604,10,1180
92605,2280,2280
92606,2585,2585
92607,2583,2583
92608,10,2403
92609,2280,2280
92610,2280,2280
92611,2403,2403
92612,1920,1560
92613,2583,2583
92614,2585,2585
92615,2582,2582
92616,2522,2522
92617,1320,1320
92618,1320,1320
92619,1280,1140
92620,2583,2583
92621,1280,1280
92622,2583,2583
92623,10,2280
92624,40,40
92625,1920,1920
92626,1920,1560
92627,1280,2582
92628,1160,1281
92629,1160,1160
92630,2403,2403
92631,2280,2280
92632,1920,1920
92633,2705,2705
92634,2585,2583
92635,2522,2522
92636,1560,1320
92637,1140,1280
92638,1920,1920
92639,1302,1302
92640,1280,1280
92641,1140,1140
92642,1560,2582
92643,1180,1180
92644,1920,1920
92645,2280,1160
92646,2583,2583
92647,2403,10
92648,50,40
92649,50,2462
92650,2403,2403
92651,1920,1920
92652,10,1160
92653,1302,1302
92654,10,10
92655,2522,2522
92656,10,2280
92657,50,50
92658,2403,2403
92659,1320,1320
92660,2582,2582
92661,2280,2705
92662,1302,1302
92663,1280,1280
92664,2522,2522
92665,60,60
92666,2060,2060
92667,2522,2522
92668,2403,2403
92669,2585,2582
92670,2403,2403
92671,2583,2583
92672,1920,1920
92673,2060,2060
92674,2060,2060
92675,1920,1920
92676,10,10
92677,10,2705
92678,1302,1302
92679,2583,2583
92680,1281,1281
92681,1560,1560
92682,10,1320
92683,1300,1300
92684,2583,2583
92685,2583,2583
92686,2582,2060
92687,2522,2522
92688,10,1300
92689,1280,1320
92690,2522,2522
92691,1920,1920
92692,1300,1300
92693,1920,1920
92694,10,2280
92695,2583,2583
92696,1920,1920
92697,1280,1280
92698,1300,1300
92699,2280,2705
92700,1140,1140
92701,1280,1302
92702,1320,1320
92703,2280,1160
92704,2060,2060
92705,1560,2060
92706,2280,2280
92707,10,1160
92708,1560,1560
92709,1280,1280
92710,2583,2583
92711,2462,2462
92712,10,1280
92713,2705,2705
92714,2583,2583
92715,2522,2522
92716,2403,2220
92717,10,1560
92718,2583,2583
92719,40,1280
92720,2522,2522
92721,1300,1300
92722,2522,2522
92723,2585,2585
92724,2060,2582
92725,2280,2280
92726,2060,2060
92727,2280,2280
92728,1560,2060
92729,2403,2403
92730,2905,2905
92731,10,2403
92732,1560,1560
92733,1320,1320
92734,1302,1302
92735,1560,2585
92736,2583,2583
92737,2583,2583
92738,2060,2060
92739,1300,1300
92740,2060,1320
92741,1302,1302
92742,40,40
92743,1300,1300
92744,40,40
92745,10,2403
92746,10,50
92747,2522,2522
92748,2522,2522
92749,1160,1160
92750,10,2522
92751,2060,2060
92752,10,1320
92753,1300,40
92754,2583,2583
92755,1560,1560
92756,2403,2403
92757,1920,1920
92758,1320,1320
92759,1280,1302
92760,2280,2280
92761,10,2462
92762,2583,2583
92763,1920,1920
92764,1140,1140
92765,2583,2583
92766,1280,1140
92767,2585,2585
92768,1300,1280
92769,1920,1920
92770,1560,2585
92771,1160,1160
92772,2583,2583
92773,40,40
92774,1300,1300
92775,10,2705
92776,2060,2060
92777,2403,2403
92778,1301,1301
92779,1920,1920
92780,2403,2403
92781,10,1180
92782,2060,2060
92783,2522,2522
92784,1560,1560
92785,2522,2522
92786,1280,1280
92787,2583,2583
92788,2583,2583
92789,1280,1280
92790,1280,1280
92791,2583,2583
92792,1280,1320
92793,1140,1140
92794,1920,1560
92795,2585,2585
92796,2522,2522
92797,2403,2403
92798,2583,2583
92799,2905,2905
92800,2403,2462
92801,2280,2280
92802,2582,1560
92803,1300,1300
92804,1920,1920
92805,2462,2462
92806,1280,1560
92807,40,40
92808,1280,1280
92809,2522,2522
92810,1300,1300
92811,1160,1160
92812,2705,2705
92813,2522,1560
92814,10,2403
92815,1281,1281
92816,10,2280
92817,10,1140
92818,2403,2403
92819,10,1160
92820,50,50
92821,2280,2280
92822,1280,1280
92823,1300,1280
92824,10,1300
92825,1301,1301
92826,2582,2582
92827,1300,1300
92828,2905,2905
92829,1280,1280
92830,10,1180
92831,50,50
92832,1920,1920
92833,1560,1560
92834,1560,2060
92835,10,10
92836,10,2280
92837,2280,2280
92838,1300,1300
92839,2582,2582
92840,2280,2280
92841,2462,2462
92842,10,2705
92843,10,2585
92844,2280,2280
92845,1281,2462
92846,2462,2462
92847,2583,2583
92848,2583,2583
92849,1320,1320
92850,2060,2060
92851,2280,2280
92852,2060,2060
92853,1280,2462
92854,1560,1560
92855,2522,2522
92856,2583,2583
92857,2585,1560
92858,1300,1300
92859,2585,2585
92860,2522,2522
92861,10,1300
92862,2583,2583
92863,1320,1320
92864,2280,2280
92865,2522,2522
92866,2583,2583
92867,2582,1302
92868,2060,1920
92869,2585,2585
92870,2582,2582
92871,2280,2280
92872,2280,2280
92873,2060,2060
92874,2280,40
92875,40,60
92876,1320,1320
92877,2280,2280
92878,2403,2403
92879,1300,1300
92880,10,40
92881,1320,1320
92882,10,2403
92883,1320,1320
92884,2583,2585
92885,10,10
92886,1300,1300
92887,10,2280
92888,2403,2403
92889,2583,2583
92890,2583,2583
92891,1280,1280
92892,1140,1140
92893,1320,1320
92894,2462,60
92895,2905,2905
92896,2705,2705
92897,1160,1160
92898,2583,2522
92899,2060,2060
92900,1301,1301
92901,1300,1300
92902,10,40
92903,2462,2462
92904,1280,1280
92905,10,10
92906,1302,1302
92907,10,1160
92908,2905,2905
92909,50,50
92910,1280,1281
92911,2280,10
92912,1560,1560
92913,1920,1920
92914,2403,2403
92915,2060,1140
92916,2403,2403
92917,1160,1160
92918,1160,1160
92919,40,40
92920,40,1301
92921,2522,2522
92922,1560,1560
92923,2522,2522
92924,2522,2522
92925,10,1140
92926,2522,2522
92927,2583,2583
92928,2705,2705
92929,10,1160
92930,1281,1281
92931,1302,1302
92932,1281,1281
92933,2905,2905
92934,10,10
92935,10,1300
92936,2403,2403
92937,2522,2522
92938,2583,2583
92939,1280,2060
92940,1320,1320
92941,2060,1560
92942,2522,2522
92943,2583,2583
92944,1300,1300
92945,2585,2585
92946,2060,2060
92947,1560,1560
92948,1300,1300
92949,2582,2582
92950,1160,1160
92951,1140,1140
92952,1320,1320
92953,2280,2280
92954,40,40
92955,1301,1301
92956,2582,2582
92957,1920,1320
92958,10,1160
92959,10,1280
92960,1280,1280
92961,10,2403
92962,1140,1140
92963,1280,1280
92964,2060,1560
92965,1281,1281
92966,10,2220
92967,1302,1302
92968,1560,1560
92969,2583,2583
92970,2905,2905
92971,2403,2403
92972,1920,1920
92973,1560,1560
92974,2705,2705
92975,1560,1560
92976,1560,1560
92977,1140,1140
92978,1160,1160
92979,10,2462
92980,2403,2280
92981,2583,2583
92982,2583,2583
92983,2280,2403
92984,1140,1140
92985,2705,2705
92986,1560,1560
92987,2280,2280
92988,40,50
92989,2522,2522
92990,1301,1301
92991,1320,1320
92992,1920,1920
92993,2403,2403
92994,2403,2403
92995,1280,40
92996,1560,2060
92997,2585,1302
92998,1920,1920
92999,10,1300
93000,1300,1280
93001,2522,2522
93002,2280,2403
93003,2583,2583
93004,1300,1300
93005,2705,2705
93006,2585,2585
93007,10,10
93008,2585,2585
93009,1300,1300
93010,2060,2060
93011,2583,2583
93012,1560,1940
93013,2582,2582
93014,2583,2583
93015,10,2705
93016,2582,2582
93017,40,2280
93018,10,2403
93019,2583,2583
93020,2583,2583
93021,2280,2280
93022,1280,1320
93023,50,50
93024,2060,2060
93025,1560,1560
93026,1302,1302
93027,1140,1140
93028,1920,1920
93029,1300,1300
93030,1300,1300
93031,10,10
93032,10,1180
93033,50,50
93034,2585,2585
93035,2585,2585
93036,2522,2522
93037,2280,2280
93038,1160,1160
93039,1920,1920
93040,2522,2522
93041,2060,2060
93042,1920,1920
93043,1560,1560
93044,2280,2403
93045,2280,2280
93046,2280,2280
93047,1302,1302
93048,2522,1280
93049,2060,2060
93050,2280,1300
93051,2462,2462
93052,2705,2705
93053,10,2582
93054,1280,1300
93055,1560,1560
93056,10,1160
93057,2583,2583
93058,10,10
93059,2583,2583
93060,1560,1560
93061,2522,2522
93062,2280,2280
93063,2280,2280
93064,2585,2585
93065,2280,2403
93066,1300,1280
93067,1280,1281
93068,1302,1302
93069,2583,2583
93070,1280,1302
93071,1140,1140
93072,1920,1920
93073,2522,2522
93074,2583,2583
93075,2060,2060
93076,10,2905
93077,1300,1300
93078,1301,1301
93079,2522,1280
93080,2582,2582
93081,1300,1300
93082,10,10
93083,1300,1300
93084,2522,2522
93085,2280,2280
93086,2905,2905
93087,1300,1300
93088,2705,2705
93089,1301,1301
93090,2280,2280
93091,10,1160
93092,2705,10
93093,2280,2280
93094,1320,1320
93095,1300,1300
93096,2522,2522
93097,1280,1280
93098,1280,1280
93099,10,1160
93100,2582,2585
93101,1920,1920
93102,1140,1140
93103,2060,2060
93104,1301,1301
93105,10,1140
93106,2583,2583
93107,2522,2522
93108,40,40
93109,1160,1160
93110,1300,1300
93111,1301,1301
93112,2280,2280
93113,10,1160
93114,2280,2280
93115,2582,2585
93116,1302,1302
93117,10,1160
93118,10,2403
93119,1281,1281
93120,10,1160
93121,2060,2060
93122,50,50
93123,1160,1160
93124,1302,1302
93125,2583,2583
93126,10,10
93127,2583,2583
93128,2583,2583
93129,2522,2522
93130,60,60
93131,1302,1302
93132,1280,1280
93133,2280,2280
93134,1920,1920
93135,2522,2522
93136,1320,1560
93137,10,1300
93138,1140,2522
93139,2585,1302
93140,2522,2522
93141,1280,1280
93142,1140,1280
93143,2583,1940
93144,2280,10
93145,1280,1280
93146,60,60
93147,1300,1300
93148,2060,2060
93149,1920,1920
93150,2582,2582
93151,40,40
93152,10,1300
93153,2583,1302
93154,10,1180
93155,10,2403
93156,10,2705
93157,2403,2403
93158,1560,1560
93159,2582,2582
93160,2280,2705
93161,2403,2403
93162,40,1281
93163,2582,2582
93164,1300,1300
93165,2522,2522
93166,1302,40
93167,1140,2060
93168,1920,1920
93169,1920,1920
93170,2220,2220
93171,1160,1160
93172,2522,2522
93173,1160,1160
93174,1300,1300
93175,1920,1920
93176,1280,1302
93177,1920,1920
93178,2060,2060
93179,1560,1560
93180,10,1140
93181,2582,2582
93182,10,1280
93183,2462,2462
93184,1280,1281
93185,2522,1320
93186,1140,1140
93187,1300,1300
93188,2060,2060
93189,1920,1920
93190,50,40
93191,1280,1280
93192,2905,2905
93193,2585,2585
93194,1560,2582
93195,1160,1160
93196,1280,1280
93197,10,40
93198,1320,1320
93199,2060,2060
93200,2582,2582
93201,10,1180
93202,1300,1280
93203,10,2403
93204,2060,2060
93205,2905,2905
93206,1920,1920
93207,2705,2705
93208,2060,2060
93209,1160,1281
93210,10,1160
93211,2060,2060
93212,2583,2583
93213,60,60
93214,1280,1280
93215,1280,1300
93216,1560,1560
93217,1320,1320
93218,2583,2583
93219,2060,2060
93220,2060,2060
93221,1280,1281
93222,1280,1280
93223,10,1302
93224,2522,2522
93225,2583,2583
93226,2280,2280
93227,2220,2220
93228,10,1160
93229,2583,2583
93230,2522,2522
93231,1560,2220
93232,10,1180
93233,2060,2060
93234,1320,1320
93235,1320,1320
93236,10,1300
93237,2585,2585
93238,2280,2280
93239,2220,2220
93240,1560,1140
93241,1160,1160
93242,1302,1280
93243,1560,2583
93244,2583,2583
93245,2522,2522
93246,2583,2583
93247,2582,2585
93248,2583,2583
93249,2905,2905
93250,2585,2585
93251,10,10
93252,1320,2060
93253,10,2060
93254,1300,50
93255,2060,2585
93256,2060,2060
93257,1280,1280
93258,1560,1560
93259,2583,2583
93260,60,60
93261,2220,2220
93262,1560,1140
93263,1160,1160
93264,2462,10
93265,10,2403
93266,1300,1300
93267,2060,1560
93268,10,40
93269,1300,1280
93270,1560,1560
93271,1280,1300
93272,1280,1280
93273,2522,2522
93274,2585,2585
93275,1160,1160
93276,2280,2280
93277,1180,1180
93278,1560,2582
93279,2585,2585
93280,2583,2583
93281,2522,2522
93282,1280,40
93283,2522,2522
93284,1281,1281
93285,1320,1320
93286,40,40
93287,50,50
93288,1280,1140
93289,1560,2220
93290,10,1920
93291,2060,2060
93292,2280,2280
93293,1280,1280
93294,2583,2583
93295,40,40
93296,1940,1940
93297,2403,2403
93298,2583,2583
93299,2582,2582
93300,2705,2705
93301,10,2280
93302,10,2522
93303,10,1140
93304,2280,2403
93305,2280,2280
93306,2280,2280
93307,1140,1140
